Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Dean Kukan            UFA   D    -    28   6'2     186     55   50   120  69   63   67   69   74   72   77   71   85   61   55   72   52   79   66   71   70
Yannick Rathgeb       IOW   D    -    26   6'1     194     58   50   120  55   49   64   69   70   71   78   78   65   75   60   78   70   75   56   70   69
Yannick Weber         UFA   D    -    33   5'11    200     58   50   120  61   57   68   76   72   69   77   54   79   51   59   69   34   83   62   72   68
Jonas Siegenthaler    UFA   D    -    24   6'3     206     55   50   120  53   52   52   75   73   73   75   69   70   76   54   75   74   85   52   73   68
Luca Sbisa            UFA   D    -    32   6'2     198     57   50   120  46   46   44   74   77   78   79   84   75   52   61   72   49   45   45   76   67
Lukas Rubin           SJB   D    -    21   6'1     196     51   50   120  64   57   52   69   71   73   69   68   80   77   47   45   76   75   57   71   66
Sascha Huber          Juni  D    -    20   6'2     191     58   50   120  64   65   66   71   71   64   66   43   82   63   48   45   63   76   65   68   65
Nico Gross            SDG   D    -    22   6'1     183     58   50   120  55   67   52   69   69   62   64   69   65   61   48   70   41   78   58   66   65
Franz Quint           LHV   D    -    20   6'4     213     57   50   120  58   40   39   70   69   75   75   75   60   75   56   63   65   90   45   71   65
Tim Ramholt           UFA   D    -    37   6'1     194     57   50   120  37   42   49   73   70   76   78   72   61   49   65   65   41   83   42   73   64
Tobias Geisser        HER   D    C    23   6'4     200     51   50   120  50   48   47   55   54   71   54   74   88   70   49   72   74   72   48   60   63
Veit Walter           Draf  D    -    21   6'6     237     57   50   120  43   32   33   66   59   68   65   77   87   40   57   52   42   58   36   64   60
Patrick Schlacher     Draf  D    -    17   6'2     215     56   50   120  32   42   47   68   66   63   66   64   77   22   66   67   51   63   40   65   60
Simon Kindschi        ONT   D    -    25   6'3     216     51   50   120  40   40   56   54   54   71   57   54   79   72   51   48   40   77   45   59   59
Phil Baltisberger     TOM   D    -    26   6'1     202     51   50   120  40   47   44   58   64   64   71   56   68   57   52   50   47   79   43   62   59
Simon Le Coultre      Draf  D    -    22   5'11    166     58   50   120  49   53   60   52   59   48   57   55   68   58   52   39   33   77   54   53   58
Veit Pfeffer          Draf  D    -    19   6'3     213     56   50   120  29   35   37   55   56   54   56   52   60   46   51   61   45   64   33   55   54
Martin Meklau         Draf  D    -    18   6'2     220     58   50   120  46   41   45   48   50   45   49   49   79   21   56   51   12   63   44   47   53
Roland Stumpf         Draf  D    -    19   6'0     175     57   50   120  29   30   28   50   45   53   50   47   75   24   55   51   45   68   29   49   50
Nico Hischier         BOS   C    LW   23   6'1     176     53   50   120  81   81   82   76   75   73   89   82   87   84   61   58   84   77   81   74   76
Theo Rochette         WAS   C    RW   20   5'10    160     52   50   120  78   78   77   67   73   58   80   83   75   83   50   77   57   80   77   66   73
Noah Rod              UFA   C    RW   25   6'0     195     55   50   120  69   70   71   70   70   68   75   76   82   74   59   72   77   84   70   69   72
Vincent Praplan       TOM   C    LW   27   6'0     190     56   50   120  58   66   64   72   58   70   76   59   89   65   55   71   77   71   62   66   68
Calvin Thürkauf       CLE   C    LW   24   6'2     212     55   50   120  50   53   71   58   68   74   75   56   74   77   55   75   76   70   58   66   67
Stefan Meissnitzer    Juni  C    RW   20   6'1     178     53   50   120  61   63   61   62   62   56   61   71   86   63   66   59   19   72   61   60   66
Pius Suter            UFA   C    LW   25   5'11    170     51   50   120  60   54   55   51   50   43   52   78   78   56   50   43   33   84   56   48   59
Manfred Schwab        Juni  C    LW   19   5'11    171     53   50   120  53   51   55   40   45   36   58   61   64   52   64   42   14   62   53   40   56
Helmut Rettenwender   Draf  C    -    21   6'1     184     53   50   120  58   58   57   33   31   31   55   53   72   60   56   46   13   66   57   31   55
Kurt Thaler           Juni  C    RW   20   6'1     179     54   50   120  46   50   52   46   39   48   40   57   37   54   60   45   40   78   49   44   53
Dominik Diem          Draf  C    LW   25   5'10    165     56   50   120  49   52   53   39   45   38   46   33   88   50   45   40   37   72   51   40   53
Benni Widhoezl        Draf  C    -    17   6'2     216     54   50   120  27   28   39   26   23   32   35   35   47   61   47   37   28   56   31   27   44
