Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Gabriel Landeskog     COL   LW   C    29   6'1     210     54   50   120  77   77   81   77   81   78   83   71   70   85   76   83   70   85   78   78   77
William Karlsson      STL   LW   C    29   6'1     188     55   50   120  81   79   75   76   75   68   80   75   87   67   64   74   74   84   78   73   75
Pontus Aberg          LAK   LW   RW   28   5'11    196     57   50   120  75   74   77   77   77   59   77   77   80   78   70   77   59   81   75   71   75
André Burakovsky      WAS   LW   C    27   6'3     201     58   50   120  79   76   79   72   77   69   77   91   81   73   64   63   50   83   78   72   75
Rickard Rakell        VGK   LW   C    28   6'2     201     55   50   120  80   77   75   75   75   76   75   70   77   70   66   75   68   85   77   75   74
Adrian Kempe          OTT   LW   C    25   6'2     187     55   50   120  76   76   75   73   75   76   76   76   80   76   60   75   59   84   75   74   74
Patrik Berglund       DET   LW   C    33   6'3     217     55   50   120  73   71   75   75   75   72   75   70   82   76   63   75   31   78   73   74   73
Mikael Backlund       NJD   LW   C    33   6'1     199     55   50   120  73   75   75   75   75   71   75   56   82   75   65   75   37   79   74   73   73
Marcus Johansson      UFA   LW   C    31   6'1     209     55   50   120  74   76   74   75   75   68   73   76   84   70   61   71   35   77   74   72   73
Jesper Boqvist        TBL   LW   C    23   6'0     180     56   50   120  75   76   76   73   72   69   76   79   84   76   59   60   77   72   75   71   73
Jakob Silfverberg     ANA   LW   RW   31   6'1     200     55   50   120  77   76   75   75   75   68   75   60   82   66   66   75   41   85   76   72   73
Emil Pettersson       DAL   LW   C    28   6'2     164     58   50   120  74   74   76   71   75   70   76   76   77   79   58   63   98   84   74   72   73
Albin Eriksson        CHI   LW   RW   21   6'4     207     51   50   120  78   75   75   74   71   69   80   81   65   80   50   76   82   72   76   71   73
Oskar Lindblom        UFA   LW   RW   25   6'1     191     54   50   120  73   72   72   70   70   66   73   74   88   72   58   74   75   84   72   68   72
Mattias Janmark       UFA   LW   C    29   6'1     195     58   50   120  79   70   78   67   75   71   77   58   77   70   65   67   42   83   75   71   72
Andreas Johnson       RFA   LW   RW   27   5'10    180     56   50   120  77   74   77   76   76   54   76   71   78   77   60   69   77   77   76   68   72
Melker Karlsson       UFA   LW   C    31   6'0     180     55   50   120  61   64   77   74   75   69   75   63   87   69   55   75   36   72   67   72   71
Filip Ahl             UFA   LW   RW   24   6'3     211     54   50   120  72   72   72   68   70   67   74   71   78   72   51   74   75   79   72   68   71
Marcus Kruger         UFA   LW   C    31   6'0     186     55   50   120  58   58   74   72   74   66   72   60   78   77   67   75   30   79   63   70   70
Joakim Nordström      UFA   LW   RW   30   6'1     189     55   50   120  51   52   75   74   75   73   75   67   81   69   67   75   53   81   59   74   70
Filip Hallander       WIL   LW   C    21   5'11    176     55   50   120  74   72   72   67   68   51   76   76   87   70   55   70   76   45   72   62   70
Erik Thorell          UFA   LW   C    30   5'10    185     56   50   120  67   67   77   67   71   61   76   72   80   68   58   71   42   81   70   66   70
Alexander Holtz       LAV   LW   C    20   6'0     183     51   50   120  71   75   72   71   67   68   73   75   75   76   52   62   45   78   72   68   70
Simon Holmstrom       MAN   LW   RW   20   5'11    172     54   50   120  74   73   74   72   71   52   75   75   72   60   52   68   55   73   73   65   69
Magnus Paajarvi       UFA   LW   RW   31   6'3     208     55   50   120  67   62   69   74   72   69   74   59   73   67   58   72   32   85   66   71   69
Fredrik Olofsson      CLE   LW   RW   25   6'2     197     55   50   120  53   59   75   72   75   74   74   55   75   77   54   73   77   78   62   73   69
Fabian Zetterlund     BNG   LW   C    22   5'11    195     53   50   120  73   72   74   68   71   50   72   70   80   73   52   68   74   79   73   63   69
Rasmus Asplund        ROC   LW   C    24   5'11    176     56   50   120  73   77   76   54   61   54   74   72   78   76   45   66   76   85   75   56   68
Oscar Lindberg        UFA   LW   C    30   6'1     196     55   50   120  67   68   75   67   68   67   62   58   64   73   58   69   10   83   70   67   68
Nils Lundkvist        RKF   LW   -    21   5'11    174     51   50   120  64   66   69   70   71   50   74   71   64   60   61   73   40   70   66   63   67
Mathias Bromé         HER   LW   RW   27   6'0     183     53   50   120  63   53   73   57   74   66   69   72   83   70   52   61   74   72   63   65   67
David Gustafsson      CHW   LW   C    22   6'2     196     55   50   120  61   74   71   65   72   47   76   72   75   67   51   58   49   71   68   61   67
Fredrik Karlström     TEX   LW   C    24   6'2     185     56   50   120  58   55   66   64   60   66   56   60   86   76   57   70   76   70   59   63   66
Filip Sveningsson     STO   LW   RW   22   6'0     180     53   50   120  54   61   73   71   60   65   71   58   70   73   50   66   72   74   62   65   66
Marcus Westfalt       COE   LW   C    22   6'3     203     52   50   120  55   76   49   66   66   75   51   51   85   75   50   47   73   46   60   69   64
Johan Sundström       UFA   LW   C    29   6'3     201     55   50   120  54   53   55   66   68   63   69   65   74   55   60   56   35   76   54   65   64
Fredrik Forsberg      HER   LW   RW   25   5'11    174     53   50   120  69   52   65   50   61   47   50   68   86   72   48   73   74   83   62   52   64
Christoffer Ehn       UFA   LW   C    26   6'3     181     59   50   120  49   49   49   70   52   68   70   61   83   68   55   70   69   83   49   63   64
Tim Soderlund         LAV   LW   C    24   5'9     163     53   50   120  52   53   56   49   56   53   72   58   87   73   42   74   73   70   53   52   63
Jacob Olofsson        CHW   LW   C    22   6'2     192     55   50   120  52   51   53   56   57   75   56   55   80   73   50   68   74   76   52   62   63
Carl Wassenius        SJB   LW   C    22   6'2     200     53   50   120  52   75   42   69   54   76   55   69   78   73   50   40   75   74   56   66   63
Axel Svinhufuud       SYR   LW   C    21   6'2     220     55   50   120  60   60   64   65   71   63   58   54   57   47   66   68   40   74   61   66   63
Anton Blidh           UFA   LW   RW   27   6'0     201     59   50   120  49   56   50   60   54   63   57   63   74   72   62   70   70   76   51   59   63
Robin Kovacs          BRG   LW   RW   25   6'0     186     59   50   120  65   44   66   52   55   50   60   66   72   66   48   70   68   76   58   52   62
Lucas Raymond         Juni  LW   RW   20   5'11    173     53   50   120  68   67   68   57   61   53   62   45   81   58   48   40   34   71   67   57   62
Gustav Olhaver        UFA   LW   C    24   6'6     225     59   50   120  46   58   50   51   51   73   50   49   80   69   51   70   76   84   51   58   61
Pierre Engvall        Juni  LW   RW   25   6'5     196     57   50   120  56   52   58   55   53   47   59   65   77   55   55   54   45   76   55   51   60
Andreas Kristiansen   Juni  LW   C    20   6'1     210     55   50   120  47   45   49   53   54   58   63   70   84   39   62   57   29   66   47   55   60
Ludwig Blomstrand     UFA   LW   RW   29   6'1     198     59   50   120  57   54   56   60   58   54   57   27   75   53   53   54   35   82   55   57   59
Joakim Hjerdstedt     Draf  LW   RW   19   6'5     224     53   50   120  53   49   51   50   49   47   60   51   80   35   69   66   16   58   51   48   58
Fredrik Loof          Juni  LW   C    19   6'0     207     55   50   120  47   54   51   56   55   48   55   54   63   26   66   59   27   76   50   53   57
Daniel Muzito Bagend  BAK   LW   RW   25   6'1     198     59   50   120  40   49   49   40   40   48   40   40   73   70   46   46   70   79   46   42   54
Axel Jonsson Fjallby  Juni  LW   RW   24   6'0     170     56   50   120  51   49   51   39   42   37   55   47   88   45   47   41   32   85   50   39   54
Ricard Swanstrom      Draf  LW   C    19   6'4     218     51   50   120  62   40   51   28   30   27   51   61   87   27   55   55   13   76   51   28   53
Calle Alstrom         Draf  LW   C    17   6'3     220     53   50   120  54   52   57   31   33   34   56   53   78   27   51   53   10   96   54   32   53
Lars-Bjorn Carlsson   Juni  LW   RW   19   5'11    187     51   50   120  52   44   51   43   43   34   50   49   64   46   54   39   21   84   49   40   52
Leo Mjallby           Draf  LW   -    19   6'1     215     53   50   120  42   41   43   36   43   31   49   41   62   35   55   51   16   86   42   36   50
Goran Caris           Draf  LW   C    19   6'6     243     54   50   120  41   44   44   41   43   46   45   47   38   30   52   61   37   53   43   43   50
Leo Mjallby           Juni  LW   -    19   6'1     215     53   50   120  40   43   41   30   43   37   45   36   62   35   55   51   17   86   41   36   49
Lennart Haug          Draf  LW   C    19   6'1     152     53   50   120  44   40   43   38   33   25   53   68   64   30   58   24   17   87   42   32   49
Robin Lehner          DAL   G    -    30   6'5     240     57   50   120  77   77   77   77   78   78   77   89   75   78   64   78   30   79   77   77   76
Marcus Hogberg        OTT   G    -    27   6'5     209     57   50   120  79   77   77   79   78   77   79   78   76   78   55   76   40   84   77   78   75
Anders Nilsson        NYI   G    -    32   6'5     229     56   50   120  77   77   77   76   77   76   77   70   76   77   65   76   30   79   77   76   75
Oscar Dansk           VGK   G    -    28   6'3     195     55   50   120  75   75   75   75   76   77   75   75   76   77   55   76   40   83   75   76   74
Jacob Markstrom       MON   G    -    32   6'6     196     56   50   120  76   78   76   76   78   76   76   71   76   77   62   76   28   85   76   76   74
Filip Gustavsson      STL   G    -    23   6'2     184     58   50   120  78   78   78   80   79   78   79   78   75   78   52   53   40   71   78   79   74
Eddie Lack            UFA   G    -    34   6'4     187     53   50   120  75   75   74   74   74   75   74   69   75   72   66   72   37   85   74   74   73
Anton Forsberg        RKF   G    -    29   6'2     191     53   50   120  73   73   73   73   73   73   73   73   79   74   60   75   39   84   73   73   73
Niklas Svedberg       UFA   G    -    32   6'0     176     53   50   120  75   73   72   74   71   75   74   68   78   67   67   71   30   85   73   73   72
Anders Lindback       UFA   G    -    33   6'6     215     52   50   120  73   74   73   72   74   72   72   72   78   72   60   72   31   85   73   72   72
Jhonas Enroth         UFA   G    -    33   5'10    171     53   50   120  72   72   72   73   72   73   72   64   75   70   64   65   31   75   72   72   71
Linus Ullmark         UFA   G    -    28   6'4     221     53   50   120  74   75   75   74   74   71   73   58   73   56   64   73   40   82   74   73   70
Lars Johansson        UFA   G    -    34   6'1     198     53   50   120  72   72   74   74   74   72   72   56   73   70   58   62   33   78   72   73   70
Felix Sandstrom       UFA   G    -    25   6'2     191     52   50   120  72   73   71   71   72   70   72   68   78   71   51   72   40   78   72   71   70
Adam Werner           UFA   G    -    24   6'5     198     53   50   120  71   73   75   74   73   74   73   66   76   66   49   61   40   78   73   73   70
Hugo Fagerblom        UFA   G    -    26   6'6     202     50   50   120  68   71   70   72   68   71   71   66   77   69   50   70   42   78   69   70   69
Olle Eriksson Ek      SDG   G    -    22   6'2     185     50   50   120  72   72   71   71   70   72   66   62   75   58   51   60   41   77   71   71   68
Magnus Hellberg       UFA   G    -    31   6'5     200     53   50   120  65   67   70   67   68   68   68   65   78   66   60   63   32   79   67   67   68
Johan Gustafsson      UFA   G    -    30   6'2     199     52   50   120  73   74   72   72   72   71   72   54   75   60   55   60   40   85   73   71   68
Linus Soderstrom      UFA   G    -    25   6'5     196     53   50   120  64   64   65   65   64   65   64   81   75   61   54   64   40   85   64   64   67
Joacim Eriksson       UFA   G    -    32   6'1     189     53   50   120  63   66   66   63   65   65   62   61   80   63   56   57   31   85   65   64   66
Jonas Johansson       UFA   G    -    26   6'5     214     50   50   120  62   62   62   62   61   62   61   83   77   52   54   61   35   80   62   61   65
Olof Lindbom          Juni  G    -    21   6'1     173     59   50   120  69   61   61   64   57   62   61   74   77   54   45   48   45   76   63   61   64
Filip Larsson         GRD   G    -    23   6'2     180     59   50   120  61   61   60   61   61   61   60   60   76   60   50   60   35   70   60   61   64
Jesper Wallstedt      Juni  G    -    19   6'3     205     58   50   120  63   56   59   63   60   61   60   57   62   51   61   55   26   77   59   61   62
Arvid Holm            Juni  G    -    23   6'4     213     58   50   120  53   52   54   54   54   52   58   76   75   47   50   43   33   70   53   53   59
Kristoffer Tengstrom  Juni  G    -    20   5'11    188     58   50   120  58   58   57   51   56   39   55   63   80   35   60   35   24   67   57   48   58
Pontus Eltonius       Draf  G    -    24   6'3     196     57   50   120  51   54   52   52   52   49   49   54   75   51   49   41   38   77   52   51   57
Erik-Johan Sologub    Juni  G    -    19   6'2     196     58   50   120  46   42   50   42   50   54   54   56   73   37   52   62   13   61   46   48   56
Erik Kallgren         UFA   G    -    25   6'3     198     56   50   120  44   42   45   49   44   44   48   37   76   45   45   48   30   72   43   45   52
Pelle Jørgensen       Draf  G    -    19   6'1     148     58   50   120  38   40   43   32   34   26   48   45   90   27   59   23   13   60   40   30   48
Stefan Myhre          Draf  G    -    18   5'10    182     58   50   120  38   29   34   36   39   30   42   48   76   27   52   37   11   79   33   35   47
Rasmus Dahlin         CAL   D    -    22   6'2     181     58   50   120  83   81   87   81   81   78   90   92   78   99   56   76   99   77   83   80   80
Adam Boqvist          CAR   D    -    21   5'11    168     58   50   120  78   78   79   78   77   73   84   88   91   99   64   72   62   72   78   76   79
Victor Hedman         ANA   D    -    31   6'6     233     58   50   120  80   82   83   82   83   79   82   80   74   66   69   85   66   85   81   81   78
Hampus Lindholm       TBL   D    -    28   6'3     205     55   50   120  77   73   78   82   84   76   82   85   74   86   66   85   73   79   76   80   78
Oscar Klefbom         FLA   D    -    28   6'3     215     58   50   120  76   76   78   78   78   76   78   76   88   80   71   78   61   79   76   77   77
Oliver Ekman-Larsson  SJS   D    -    30   6'2     200     58   50   120  78   80   80   78   78   75   88   81   74   65   72   79   49   74   79   77   77
Erik Karlsson         ANA   D    -    31   6'0     191     58   50   120  86   85   86   80   80   67   88   74   78   53   80   73   35   82   85   75   77
Timothy Liljegren     TOR   D    -    23   6'0     190     58   50   120  79   79   78   75   77   71   78   79   79   79   62   78   94   70   78   74   76
Oliver Kylington      CAL   D    -    24   6'0     183     58   50   120  79   76   78   76   76   70   80   78   82   79   65   78   79   84   77   74   76
Calle Rosen           TOR   D    -    28   6'0     176     58   50   120  75   76   75   78   79   71   75   78   89   79   62   78   87   74   75   76   76
Robert Hägg           PHI   D    -    27   6'2     210     56   50   120  77   77   77   73   76   85   80   82   70   72   67   76   77   85   77   78   75
Jonas Brodin          NYR   D    -    28   6'1     195     58   50   120  72   72   72   78   78   74   78   75   84   79   63   78   77   83   72   76   75
John Klingberg        EDM   D    -    29   6'2     180     58   50   120  80   79   78   80   78   71   78   64   78   76   67   78   64   73   79   76   75
Jacob Larsson         ANA   D    -    25   6'2     195     55   50   120  71   71   73   79   79   79   76   89   87   76   58   73   76   86   71   79   75
Erik Brannstrom       NYR   D    -    22   5'10    173     58   50   120  79   78   80   76   72   55   78   76   79   96   60   78   74   74   79   67   75
Adam Larsson          COL   D    -    29   6'3     205     55   50   120  60   73   77   85   84   80   79   76   73   73   64   83   62   83   70   83   75
Adam Ginning          PHI   D    -    22   6'3     196     51   50   120  78   78   76   74   72   69   82   80   79   87   55   70   83   58   77   71   74
Rasmus Sandin         NYR   D    -    22   5'11    183     58   50   120  76   76   73   77   78   54   78   78   82   78   55   66   88   74   75   69   73
Mattias Ekholm        NAS   D    -    31   6'4     215     56   50   120  68   71   70   76   76   77   76   75   80   59   68   76   36   79   69   76   73
Marcus Pettersson     ANA   D    -    25   6'4     180     54   50   120  74   72   71   74   73   75   74   71   85   75   57   71   75   84   72   74   73
Lucas Carlsson        UFA   D    -    24   6'0     189     58   50   120  69   65   70   78   75   71   77   78   85   72   55   78   55   86   68   74   73
David Bernhardt       LAK   D    -    24   6'3     203     58   50   120  70   70   76   77   77   75   75   75   80   64   56   79   79   71   72   76   73
Alexander Edler       DET   D    -    36   6'3     215     58   50   120  75   73   78   75   76   76   76   69   72   55   69   78   48   79   75   75   73
Victor Soderstom      PHI   D    -    21   6'0     173     58   50   120  74   74   78   78   76   71   77   78   78   75   48   50   66   71   75   75   72
Jacob Moverare        OTT   D    -    23   6'3     198     54   50   120  72   71   72   74   75   72   74   75   76   73   53   74   76   72   71   73   72
Anton Stralman        WPG   D    -    35   5'11    190     58   50   120  66   70   77   77   78   68   78   79   81   48   69   72   28   72   71   74   72
Tobias Bjornfot       FLA   D    -    21   6'1     196     58   50   120  75   75   75   78   78   73   78   74   82   73   48   40   73   77   75   76   71
Nils Andersson        UFA   D    -    30   6'2     196     58   50   120  68   65   73   75   73   64   66   85   77   47   67   78   37   70   68   70   71
Jesper Lindgren       TOR   D    -    24   6'0     165     58   50   120  56   53   55   80   78   71   77   78   89   78   56   72   58   76   54   76   71
Gustav Forsling       UFA   D    -    25   6'0     186     58   50   120  56   57   65   74   76   71   78   73   83   77   62   68   56   78   59   73   71
Christian Djoos       RFA   D    -    27   6'0     169     58   50   120  59   55   55   78   75   71   78   81   84   80   59   74   79   84   56   74   71
Andreas Englund       UFA   D    -    26   6'3     189     57   50   120  65   54   59   75   76   71   75   70   77   73   66   77   68   77   59   74   71
Rasmus Andersson      STO   D    -    25   6'1     214     58   50   120  46   55   63   75   79   71   76   78   74   77   59   78   58   80   54   75   70
Gabriel Carlsson      DAL   D    -    25   6'4     191     56   50   120  54   54   55   75   75   77   75   77   88   78   58   68   77   73   54   75   70
Fredrik Claesson      UFA   D    -    29   6'1     205     56   50   120  60   59   67   74   74   70   75   79   81   53   65   74   62   84   62   72   70
Andreas Borgman       TOM   D    -    26   6'0     205     57   50   120  62   42   61   77   78   70   74   74   68   75   66   78   68   79   55   75   70
Tobias Enström        BOS   D    -    37   5'10    180     50   50   120  66   65   63   75   73   66   76   85   75   48   68   63   35   78   64   71   69
Sebastian Aho         CHA   D    -    26   5'10    176     58   50   120  52   49   59   76   72   55   71   78   89   76   52   78   72   84   53   67   69
Niklas Hjalmarsson    UFA   D    -    34   6'3     197     56   50   120  50   48   76   76   76   70   76   75   77   50   65   76   36   79   58   74   69
Mikael Wikstrand      UFA   D    -    28   6'1     212     58   50   120  60   69   70   77   72   60   76   62   79   73   51   69   45   82   66   69   69
Ludwig Bystrom        RFA   D    -    27   6'1     175     55   50   120  53   53   53   75   75   68   75   89   78   71   54   72   47   82   53   72   69
Gustav Bouramman      IOW   D    -    25   6'0     189     55   50   120  52   53   51   73   74   68   72   75   89   77   56   70   73   74   52   71   69
Niklas Hansson        TEX   D    -    27   6'1     180     58   50   120  40   44   41   78   78   71   75   78   81   76   59   78   44   72   41   75   68
Filip Westerlund      LAV   D    -    23   5'11    180     58   50   120  67   73   71   69   66   47   76   74   89   40   52   69   68   76   70   60   68
Erik Gustafsson       UFA   D    -    30   6'0     176     58   50   120  56   60   65   71   70   71   77   64   75   60   59   68   40   79   60   70   68
Carl Dahlstrom        UFA   D    -    27   6'4     231     54   50   120  50   61   69   74   74   71   56   66   83   72   55   74   59   79   60   73   68
Anton Lindholm        UFA   D    -    27   5'11    191     56   50   120  54   53   53   75   74   66   70   66   77   73   60   73   57   76   53   71   68
Anton Cederholm       UFA   D    -    27   6'2     204     53   50   120  51   53   52   73   76   77   73   80   74   74   55   73   58   77   52   75   68
Magnus Nygren         UFA   D    -    31   6'1     193     58   50   120  70   68   68   63   63   55   70   87   78   52   58   56   34   73   68   60   67
Linus Arnesson        UFA   D    -    27   6'1     188     53   50   120  44   54   70   72   73   67   73   67   75   63   59   73   41   73   56   70   67
Julius Bergman        IOW   D    -    26   6'1     205     55   50   120  50   48   56   70   75   69   72   75   67   76   55   72   72   79   51   71   67
Jonas Rudbeck         MIL   D    -    22   6'2     189     57   50   120  50   40   48   66   76   76   75   76   89   67   56   59   65   87   46   72   67
