AUSTRIA
Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Raman Hrabarenka      UFA   D    -    29   6'3     212     55   50   120  40   41   51   68   65   65   68   70   77   49   55   65   47   78   44   66   62
Evgeni Lisovets       UFA   D    -    27   6'0     196     58   50   120  56   58   61   59   59   55   63   41   80   50   55   54   36   70   58   57   61
Vladislav Eriomenko   Draf  D    -    23   6'0     171     58   50   120  47   53   55   67   60   50   57   51   82   47   51   40   37   70   51   59   59
Pavel Vorobei         Draf  D    -    24   6'3     198     58   50   120  46   47   48   57   58   54   51   58   75   50   50   47   39   72   47   56   57
Viktor Mashchenko     PRO   C    RW   21   5'6     156     53   50   120  62   64   60   64   60   40   58   56   90   62   68   40   40   98   62   54   63
Danila Karaban        COE   C    LW   25   5'10    170     53   50   120  65   52   52   56   55   52   55   69   77   63   52   40   73   72   56   54   60
Igor Sharangovich     Draf  C    LW   23   6'0     176     59   50   120  51   50   53   53   53   55   55   50   82   56   50   42   39   76   51   53   58
Igor Martynov         Draf  C    LW   23   6'0     181     53   50   120  54   52   52   43   37   40   57   52   77   60   49   45   35   76   52   40   56
Artur Gavrus          Juni  C    LW   28   5'10    175     56   50   120  53   54   59   45   42   41   55   38   79   49   55   47   33   75   55   42   56
Evgeny Oistrakh       Juni  C    RW   18   5'9     153     52   50   120  51   67   54   47   40   34   52   53   65   56   53   44   16   78   57   40   55
Konstantin Yazykov    Draf  C    -    17   5'11    184     54   50   120  46   41   40   39   39   30   45   46   36   57   52   44   34   79   42   36   49

FRANCE
Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Antoine Roussel       UFA   LW   RW   32   6'0     200     59   50   120  57   55   68   76   72   75   78   63   46   67   66   77   68   75   60   74   68
Pierre-Edouard Belle  UFA   LW   C    37   6'0     198     55   50   120  56   54   58   73   72   70   67   59   76   69   61   58   10   79   56   71   66
Tim Bozon             UFA   LW   RW   28   6'1     201     51   50   120  72   52   69   55   59   49   71   71   74   72   51   71   65   72   64   54   65
Alexandre Texier      CLE   LW   C    22   6'0     187     56   50   120  53   54   72   58   58   69   74   75   64   68   52   47   76   77   59   61   64
Flavien Escude        SJB   LW   RW   21   5'11    185     51   50   120  73   61   64   56   49   41   59   53   88   55   52   40   40   71   66   48   60
Yohann Auvitu         UFA   D    -    32   6'0     198     55   50   120  58   58   64   71   71   66   72   83   89   48   59   62   25   84   60   69   68
Stephane Da Costa     UFA   C    RW   32   5'11    180     56   50   120  70   68   71   61   66   54   72   62   79   64   55   58   27   81   69   60   67

GERMANY
Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Tobias Rieder         UFA   RW   LW   29   5'11    185     55   50   120  77   78   75   75   75   65   75   70   89   76   69   66   54   84   76   71   74
Tom Kuhnhackl         UFA   RW   LW   30   6'2     196     55   50   120  61   60   70   77   73   77   72   73   69   67   59   77   44   74   63   75   70
Manuel Wiederer       HAR   RW   C    25   6'1     175     53   50   120  50   68   73   56   65   64   61   72   77   75   50   73   74   85   63   61   67
Dominik Bokk          ROC   RW   C    22   6'1     178     51   50   120  75   74   71   67   69   63   71   71   70   56   50   40   75   45   73   66   66
Frederik Tiffels      UFA   RW   LW   26   6'0     192     59   50   120  51   48   48   53   53   49   67   85   81   68   50   70   70   77   49   51   63
Markus Eisenschmid    UFA   RW   C    27   6'1     195     53   50   120  51   51   56   48   53   47   58   54   82   56   53   54   35   72   52   49   59
Tobias Eder           Draf  RW   C    24   6'0     176     53   50   120  51   54   58   49   46   47   57   66   75   54   50   43   37   73   54   47   58
Christian Wenck       Juni  RW   LW   20   6'0     179     53   50   120  53   51   53   52   53   46   61   66   51   39   65   60   16   81   52   50   58
Manfred Berens        Draf  RW   LW   17   6'1     194     53   50   120  57   51   57   33   31   31   54   57   92   33   54   45   10   97   55   31   54
Ali Reusing           Draf  RW   LW   17   6'2     204     54   50   120  55   51   52   32   36   52   45   64   55   23   60   66   44   78   52   40   54
Wolfgang Magel        Draf  RW   C    18   6'3     222     54   50   120  43   44   51   34   37   61   38   64   54   25   56   74   34   83   46   44   53
Niko Eckholdt         Draf  RW   LW   18   6'4     199     51   50   120  58   36   41   30   31   33   40   42   86   35   40   45   13   80   45   31   49
Philip Gogulla        UFA   LW   C    34   6'2     182     55   50   120  63   71   70   67   68   65   73   49   72   55   60   65   36   74   68   66   66
Nathan Walker         UFA   LW   RW   28   5'9     186     59   50   120  48   66   70   65   70   49   69   66   74   55   58   70   70   82   61   61   65
Yannik Valenti        SJB   LW   RW   21   5'11    164     55   50   120  43   46   43   47   47   45   47   70   92   52   47   40   75   70   44   46   56
Marcel Oldekop        Draf  LW   -    18   6'0     207     51   50   120  76   50   55   25   29   28   61   52   83   26   56   50   13   64   60   27   54
Philipp Grubauer      NYI   G    -    30   6'1     191     57   50   120  77   78   78   77   79   79   77   59   75   79   66   73   37   84   77   78   74
Thomas Greiss         UFA   G    -    36   6'1     228     55   50   120  75   77   75   75   75   76   75   62   77   74   60   71   38   85   75   75   73
Wouter Peeters        RKF   G    -    23   6'4     205     56   50   120  68   67   67   67   68   67   67   67   49   65   47   67   40   85   67   67   66
Niklas Treutle        UFA   G    -    31   6'2     185     52   50   120  60   59   62   61   66   61   61   80   77   62   59   58   22   75   60   62   65
Sven Mohr             Draf  G    -    20   6'2     216     58   50   120  58   58   56   60   52   42   58   66   88   41   56   64   22   83   57   51   61
Ludwig Biebow         Draf  G    -    20   5'10    179     58   50   120  49   45   48   48   49   32   48   49   65   27   63   37   23   62   47   43   52
Arno Fried            Draf  G    -    19   6'3     221     58   50   120  48   44   42   34   28   36   47   57   52   27   46   41   11   74   44   32   48
Jochen Schollenberge  UTI   D    -    19   6'5     223     57   50   120  60   58   40   76   75   75   72   77   68   71   51   60   75   87   52   75   67
Korbinian Holzer      UFA   D    -    34   6'3     215     57   50   120  40   33   44   71   73   74   69   76   81   39   60   75   35   82   39   72   64
Leon Gawanke          MAN   D    -    22   6'1     186     58   50   120  59   48   48   70   65   53   52   67   75   70   54   69   67   75   51   62   63
Konrad Abeltshauser   UFA   D    -    29   6'5     225     58   50   120  54   54   59   61   62   56   59   58   75   52   52   62   29   79   55   59   62
Sepi Weiz             Draf  D    -    21   5'11    201     56   50   120  32   39   30   56   60   40   56   34   56   41   53   38   39   65   33   52   50
Leon Draisaitl        COL   C    LW   26   6'1     214     58   50   120  83   83   83   77   81   72   85   73   85   84   67   79   89   84   83   76   78
Viktor Plage          TOM   C    RW   21   6'2     214     52   50   120  57   74   69   46   65   47   72   72   67   71   64   62   40   60   66   52   65
Kai Leffler           Draf  C    LW   21   5'9     160     52   50   120  27   40   42   31   30   18   42   26   84   60   46   21   14   72   36   26   45

ITALY
Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Tony Flaherty         Juni  RW   LW   19   6'5     215     54   50   120  61   56   55   48   44   44   61   63   78   27   67   65   59   80   57   45   59
Mario Manson          Draf  C    RW   28   6'5     225     53   50   120  51   45   38   37   37   32   58   64   79   54   50   63   10   90   44   35   55

JAPAN
Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Yuga Okada            TBL   LW   RW   18   5'8     160     51   50   120  75   75   76   76   73   60   77   75   83   59   53   70   59   77   75   69   71
Yasunari Matsuhira    HER   D    -    19   6'5     223     57   50   120  50   40   40   69   74   76   76   76   85   76   69   66   76   78   43   73   68
Daisuke Yamashita     Draf  D    -    18   6'2     204     58   50   120  38   43   44   54   56   54   58   58   68   32   56   53   13   71   41   54   56
Aito Iguchi           BRG   C    -    18   5'9     170     53   50   120  72   77   76   76   75   69   75   75   83   75   48   53   48   85   75   73   71

LATVIA
Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Alexej Bicanek        Juni  RW   LW   19   6'0     172     52   50   120  36   44   49   25   20   28   45   68   75   34   37   30   14   57   43   24   47
Rudolfs Balcers       HAR   LW   RW   25   5'11    175     56   50   120  75   76   76   74   74   53   76   76   89   69   51   75   76   78   75   67   72
Zemgus Girgensons     UFA   LW   C    28   6'1     203     55   50   120  72   72   75   72   75   72   74   48   76   67   67   75   64   85   73   73   71
Martins Dzierkals     TOR   LW   C    25   5'11    169     56   50   120  75   75   75   73   74   55   77   74   74   70   50   76   59   72   75   67   71
Ronalds Kenins        UFA   LW   RW   31   6'0     201     59   50   120  51   54   56   76   65   71   75   44   71   58   59   62   46   76   53   70   64
Rihards Bukarts       UFA   LW   RW   26   5'10    192     53   50   120  60   52   60   60   60   53   55   76   75   73   48   64   75   84   57   57   63
Viktors Jasunovs      COE   LW   RW   22   5'7     161     53   50   120  53   51   52   71   54   40   60   54   79   76   45   40   75   66   52   55   59
Kristers Gudlevskis   OTT   G    -    29   6'3     214     53   50   120  73   73   75   73   75   73   73   59   75   74   64   73   40   78   73   73   72
Matiss Kivlenieks     UFA   G    -    25   6'2     178     56   50   120  67   64   65   67   67   67   67   61   76   66   55   66   40   79   65   67   67
Elvis Merzlikins      UFA   G    -    28   6'3     183     53   50   120  51   57   46   58   48   43   65   48   70   54   54   51   35   81   51   49   57
Mareks Mitens         Draf  G    -    24   6'1     178     51   50   120  52   53   59   57   54   52   57   34   76   55   45   43   28   78   54   54   57
Karlis Cukste         BEL   D    -    24   6'2     203     55   50   120  63   53   59   69   69   64   60   68   72   64   49   75   74   79   58   67   66
Kristofers Bindulis   UFA   D    -    26   6'2     192     54   50   120  44   52   42   62   60   71   73   75   75   76   58   74   58   84   46   64   65
Guntis Galvins        UFA   D    -    36   6'1     192     55   50   120  63   51   53   71   73   72   67   56   80   49   55   69   35   83   55   72   65
Kristaps Sotnieks     UFA   D    -    35   6'0     205     56   50   120  32   34   34   73   74   67   70   79   70   55   61   70   28   70   33   71   63
Arturs Kulda          UFA   D    -    33   6'2     215     54   50   120  47   48   48   73   71   72   68   69   57   47   53   71   31   74   47   72   63
Oskars Bartulis       UFA   D    LW   35   6'1     180     54   50   120  41   38   45   73   73   64   72   61   72   49   64   61   44   85   41   70   62
Harjis Brants         Juni  D    -    20   5'11    181     56   50   120  35   43   44   62   63   53   63   57   63   50   61   53   46   80   40   59   58
Dmitry Semak          Draf  D    -    21   6'3     224     56   50   120  23   35   30   65   67   66   64   44   81   30   61   54   33   95   29   66   56
Boris Popov           Draf  D    -    17   6'1     201     58   50   120  38   27   27   47   38   49   40   55   91   31   54   40   12   82   30   44   51
Theodor Blueger       UFA   C    LW   27   6'0     185     59   50   120  59   66   69   65   70   62   69   83   78   70   57   58   70   81   64   65   69
Rodrigo Abols         UFA   C    LW   26   6'4     188     59   50   120  52   49   50   54   53   49   52   54   79   54   53   58   41   73   50   52   59

NO COUNTRY
Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Nikolaj Ehlers        COL   RW   LW   26   6'0     172     58   50   120  80   81   85   75   76   71   89   88   81   79   68   63   72   84   82   74   77
Nicklas Jensen        UFA   RW   LW   29   6'3     216     51   50   120  73   73   70   70   72   69   68   68   78   52   57   72   62   79   72   70   69
Borna Rendulic        UFA   RW   LW   30   6'2     200     59   50   120  63   60   66   69   68   69   66   57   77   61   63   65   41   78   63   68   67
Joachim Blichfeld     SJB   RW   LW   23   6'2     180     51   50   120  50   54   60   67   56   64   54   63   81   68   47   63   71   70   54   62   63
Thomas Spelling       UFA   RW   LW   29   6'1     176     53   50   120  59   58   58   52   52   49   61   76   84   46   55   49   31   85   58   51   61
Jonas Rondbjerg       SAR   RW   LW   23   6'2     187     59   50   120  50   50   60   56   52   59   53   44   89   71   48   51   69   79   53   55   60
Oliver Bjorkstrand    CBS   LW   RW   27   6'0     175     51   50   120  77   77   82   78   77   73   81   78   82   83   65   67   69   79   78   76   76
Jannik Hansen         UFA   LW   RW   36   6'1     195     55   50   120  72   71   75   74   75   69   75   57   84   54   57   76   28   85   72   72   70
Patrick Russell       UFA   LW   RW   29   6'1     206     54   50   120  64   57   69   56   71   67   67   88   87   76   58   63   75   75   63   64   69
Mathias From          BNG   LW   RW   24   6'1     187     59   50   120  71   67   67   69   70   62   71   70   70   69   52   70   69   73   68   67   69
Mikkel Boedker        UFA   LW   RW   32   6'0     211     55   50   120  64   69   72   73   73   63   72   36   82   59   58   65   10   73   68   69   67
Frederik Andersen     TOR   G    -    32   6'4     230     59   50   120  80   80   79   80   79   80   79   60   78   78   67   79   30   79   79   79   76
Mantas Armalis        UFA   G    -    29   6'4     194     52   50   120  59   61   61   62   60   63   61   59   74   59   58   52   32   75   60   61   63
Adam Vay              UFA   G    -    28   6'5     228     50   50   120  54   55   55   54   54   55   64   56   76   53   51   62   26   83   54   54   60
Philip Larsen         UFA   D    -    32   6'0     182     58   50   120  60   61   65   70   69   65   76   61   63   51   56   67   28   72   62   68   66
Malte Setkov          Juni  D    -    23   6'2     165     52   50   120  35   42   44   62   61   58   60   54   79   51   50   54   42   76   40   60   58
Andong Song           Juni  D    -    25   6'0     168     51   50   120  37   30   42   52   50   45   52   58   72   47   48   44   29   78   36   49   53
Peter Regin           UFA   C    LW   36   6'2     190     56   50   120  65   71   71   71   72   60   74   70   73   81   62   58   27   45   69   67   70
Mason Alderson        CHW   C    -    20   6'2     183     53   50   120  73   40   73   40   76   61   72   74   78   76   59   65   40   75   62   59   67
Mikkel Aagaard        ROC   C    LW   26   6'0     179     59   50   120  49   46   66   59   60   63   62   66   69   45   54   65   71   79   53   60   62
Nikolaj Krag Christe  SAR   C    LW   23   6'3     201     59   50   120  58   47   49   50   60   66   50   65   75   76   51   50   74   70   51   58   61
Marco Rossi           Juni  C    LW   20   5'10    184     58   50   120  58   63   70   45   44   33   58   42   87   62   47   32   45   70   63   40   57
Lars Eller            HER   C    LW   32   6'2     207     55   50   120  11   17   39   17   22   13   21   17   22   12   11   12   10   85   22   17   29

NORWAY
Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Mats Zuccarello       NJD   RW   LW   34   5'8     179     58   50   120  75   80   78   78   77   58   78   74   79   65   65   64   29   74   77   71   73
Jorgen Karterud       UFA   RW   LW   27   6'4     190     59   50   120  69   76   40   52   38   51   42   57   71   46   54   54   71   85   61   47   58
Andreas Martinsen     UFA   LW   C    31   6'3     229     59   50   120  63   51   70   70   70   74   70   86   70   62   60   70   58   85   61   71   69
Mathias Emilio Pette  ONT   LW   C    22   5'9     169     56   50   120  59   75   60   58   58   55   67   76   79   75   47   44   55   70   64   57   65
Kristian Marthinsen   Juni  LW   RW   22   6'0     185     51   50   120  51   55   55   40   48   36   59   59   67   56   47   38   31   76   53   41   55
Lars Haugen           UFA   G    -    35   6'0     183     53   50   120  72   73   72   71   73   72   72   70   84   73   53   57   35   72   72   72   71
Ken Andre Olimb       UFA   C    LW   33   5'10    176     56   50   120  67   72   70   63   61   55   76   75   80   63   59   59   36   84   69   59   68

POLAND
Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Róza Wilczynski       Draf  LW   -    19   5'10    167     53   50   120  42   44   42   35   43   31   60   58   81   30   57   40   13   75   42   36   52

SLOVAKIA
Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Richard Panik         NJD   RW   LW   31   6'1     208     54   50   120  78   71   74   74   74   73   74   74   82   65   65   74   45   79   74   73   73
Marko Dano            RFA   RW   C    27   5'11    183     55   50   120  76   74   74   70   72   68   75   71   78   65   63   64   51   82   74   70   71
Maxim Cajkovic        HER   RW   LW   21   5'11    187     53   50   120  73   73   73   70   69   52   74   72   66   73   51   61   40   77   73   63   68
Peter Cehlarik        UFA   RW   LW   26   6'2     202     54   50   120  58   71   62   60   62   73   59   60   80   75   61   72   76   78   63   65   67
Jiri Poklop           COE   RW   -    20   6'2     185     54   50   120  74   71   76   53   69   75   74   74   36   67   53   57   51   76   73   65   66
Benedikt Semen        WIL   RW   LW   22   6'2     200     53   50   120  54   72   49   60   44   40   62   62   67   62   60   65   40   85   58   48   61
Libor Dundl           Draf  RW   LW   22   6'2     222     53   50   120  62   56   59   38   37   36   62   81   78   36   52   53   10   70   59   37   58
Vaclav Demitra        Draf  RW   C    19   5'11    172     55   50   120  48   43   42   49   55   36   57   65   83   28   59   41   20   69   44   46   55
Norbert Kuszik        Juni  RW   C    21   6'1     190     53   50   120  54   47   55   45   46   37   63   44   71   30   64   54   17   87   52   42   55
Ivo Jilecek           Draf  RW   -    18   6'1     215     52   50   120  45   67   53   34   37   38   53   46   89   27   61   55   13   76   55   36   55
Boleslav Siodmak      Juni  RW   C    19   6'1     199     53   50   120  47   40   54   52   48   47   51   60   72   32   50   57   14   74   47   49   55
Zbynek Kacik          Draf  RW   LW   18   6'4     197     53   50   120  51   47   52   36   38   35   53   53   73   21   60   54   11   88   50   36   53
Vavrinec Cartelli     Draf  RW   C    18   5'11    199     53   50   120  58   43   58   36   32   36   62   57   83   21   53   41   11   92   53   34   53
Slavomir Parajka      Draf  RW   C    17   6'2     207     53   50   120  50   37   47   40   36   38   63   59   63   29   64   56   10   98   44   38   53
Marian Studenic       Juni  RW   C    23   6'1     164     51   50   120  54   46   46   44   42   38   60   29   81   50   48   39   29   79   48   41   53
Patrik Hrehorcak      Draf  RW   C    23   5'10    178     53   50   120  59   52   57   39   43   31   60   35   68   42   45   37   60   74   56   37   52
Lumir Burdelov        Draf  RW   -    24   6'1     214     53   50   120  57   45   58   28   34   33   57   57   75   20   52   54   10   92   53   31   52
Josef Bacurik         Draf  RW   LW   21   6'3     218     53   50   120  43   44   43   43   39   34   41   54   67   39   57   57   19   73   43   38   52
Matous Differenz      Draf  RW   LW   18   6'0     202     52   50   120  29   58   42   18   20   17   34   39   71   26   43   41   17   89   43   18   44
Tomas Jurco           VGK   LW   RW   29   6'2     188     55   50   120  76   77   75   75   75   70   75   75   85   76   59   75   56   81   76   73   74
Tomas Tatar           ANA   LW   RW   31   5'10    186     53   50   120  80   74   78   73   70   69   81   64   82   76   64   69   46   75   77   70   73
Martin Reway          BUF   LW   C    27   5'8     184     58   50   120  73   75   78   78   76   56   78   74   75   74   65   78   80   74   75   70   73
Marek Hrivik          UFA   LW   C    30   6'2     205     55   50   120  59   65   71   71   71   65   72   73   89   66   58   67   31   70   65   69   70
Radovan Bondra        UFA   LW   RW   25   6'5     217     59   50   120  51   61   61   66   58   53   70   59   81   65   55   70   52   81   57   59   65
Adam Ruzicka          SAR   LW   C    22   6'4     202     54   50   120  73   53   52   74   59   68   69   56   72   73   54   54   76   79   59   67   65
Adam Liska            CHA   LW   RW   22   6'0     180     53   50   120  59   54   65   48   64   45   64   64   79   62   49   64   46   74   59   52   62
Jakub Lacka           Draf  LW   RW   23   5'11    176     53   50   120  57   61   60   59   63   50   57   54   67   52   50   45   44   71   59   57   59
Milos Spacek          Draf  LW   RW   22   6'2     202     52   50   120  43   65   57   46   41   37   62   69   73   37   62   51   23   72   55   41   57
Alois Christl         Draf  LW   RW   17   6'2     186     53   50   120  53   50   53   35   41   41   58   52   84   36   57   61   13   45   52   39   56
Otakar Kurzka         Draf  LW   RW   19   5'11    188     53   50   120  58   46   58   37   34   31   63   68   75   25   53   36   11   56   54   34   53
Cenek Horvat          Juni  LW   C    21   6'4     222     53   50   120  42   43   42   42   42   35   43   61   77   32   62   50   20   64   42   39   52
Adolf Orsag           Draf  LW   RW   18   6'1     192     53   50   120  52   51   45   37   22   28   44   52   57   30   41   52   12   64   49   29   48
Vavrinec Krejcha      Draf  LW   C    18   6'0     182     51   50   120  42   44   29   24   18   25   50   47   83   33   45   34   19   71   38   22   46
Jarrod Maxa           Draf  LW   C    18   5'10    164     54   50   120  52   43   51   33   33   25   37   56   36   22   56   36   42   77   48   30   46
Jaroslav Halak        UFA   G    -    36   5'10    186     56   50   120  76   76   78   76   78   78   76   52   73   70   70   67   36   79   76   77   73
Maximilian Pajpach    UFA   G    -    26   6'1     207     50   50   120  71   71   70   71   71   70   70   75   77   67   53   61   41   77   70   70   69
Matej Tomek           LHV   G    -    24   6'3     180     50   50   120  70   70   71   71   71   71   71   70   77   47   50   70   33   82   70   71   68
Adam Huska            HAR   G    -    24   6'3     199     51   50   120  62   63   62   63   63   63   62   70   72   59   52   62   40   79   62   63   64
Bedrich Slazak        Juni  G    -    19   6'0     192     58   50   120  48   48   44   48   50   37   49   48   90   33   42   36   14   84   46   45   53
Erik Cernak           PIT   D    -    24   6'3     203     56   50   120  72   72   73   77   78   78   79   83   76   77   64   76   78   85   72   77   75
Denis Bakala          PRO   D    -    19   6'2     179     57   50   120  76   66   76   75   76   76   76   76   80   72   56   52   40   73   72   75   72
Christian Jaros       BEL   D    -    26   6'3     201     55   50   120  72   53   69   74   74   77   72   75   73   79   55   75   60   81   64   75   71
Andrej Meszaros       UFA   D    -    36   6'2     223     55   50   120  65   62   68   74   70   70   77   93   74   49   72   78   30   74   65   71   71
Martin Fehervary      HAR   D    -    22   6'1     190     54   50   120  58   58   59   70   74   68   72   74   78   72   51   50   59   72   58   70   67
Michal Ivan           SDG   D    -    22   6'1     176     54   50   120  51   52   52   69   69   67   76   55   82   72   49   75   59   45   51   68   66
Martin Bodak          LAV   D    -    23   6'1     194     51   50   120  64   75   50   72   70   63   52   54   80   63   59   73   70   77   63   68   66
Michal Cajkovsky      UFA   D    -    29   6'4     200     57   50   120  68   49   50   71   63   71   62   81   60   49   57   74   49   78   55   68   65
Martin Marincin       UFA   D    -    30   6'4     210     56   50   120  57   44   38   72   73   73   69   62   80   57   58   76   40   81   46   72   65
Adolf Mlaida          UTI   D    -    21   6'2     217     58   50   120  54   50   54   66   67   64   68   69   69   67   54   50   39   79   52   65   64
Radovan Pyc           Draf  D    -    22   6'2     192     58   50   120  61   48   50   69   61   61   67   58   91   34   54   57   14   77   53   63   62
Martin Gernat         UFA   D    -    29   6'4     202     55   50   120  45   47   53   68   62   58   62   55   73   48   59   60   40   83   48   62   61
Viktor Marcincak      Draf  D    -    20   6'3     214     59   50   120  57   59   51   51   56   48   61   53   80   34   67   68   56   62   55   51   60
Tomas Sebranek        Draf  D    -    17   6'1     194     56   50   120  36   45   43   65   65   62   65   66   63   33   68   58   50   65   41   64   59
Artur Pavolko         Draf  D    -    20   6'0     197     58   50   120  59   59   58   57   56   52   60   46   63   28   69   61   18   61   58   55   59
Otakar Kostkos        Juni  D    -    21   5'11    177     57   50   120  56   43   46   54   57   40   56   57   89   43   68   46   61   69   48   50   58
Boris Zitek           Juni  D    -    19   6'0     181     58   50   120  43   54   39   60   60   64   56   58   74   31   57   55   14   75   45   61   58
Alexandr Brabec       Juni  D    -    18   6'2     194     58   50   120  38   34   49   58   57   59   60   62   88   30   51   64   11   64   40   58   58
Peter Ceresnak        UFA   D    -    29   6'3     209     53   50   120  39   39   42   62   62   61   63   29   67   54   59   60   31   79   40   61   57
Matous Kusnjer        Draf  D    -    21   6'0     184     56   50   120  33   36   41   59   57   50   56   56   85   41   55   52   34   74   36   55   56
Borek Beran           Draf  D    -    21   6'5     214     58   50   120  44   45   40   55   52   55   56   62   56   36   54   52   13   94   43   54   55
Stefan Kuntos         Draf  D    -    19   6'2     195     57   50   120  23   26   24   60   51   61   57   47   91   34   58   56   39   75   24   57   54
Emanuel Reisenauer    Draf  D    -    17   6'6     220     56   50   120  23   34   19   63   67   57   50   55   75   23   62   56   32   64   25   62   54
Jakub Feindel         Draf  D    -    19   6'2     190     59   50   120  28   43   39   33   39   31   45   53   90   43   33   39   38   61   36   34   49
Dalimil Engleman      CHI   C    RW   21   6'3     199     54   50   120  75   74   74   75   77   75   74   74   95   74   64   69   57   80   74   75   74
