Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Vincent Hinostroza    UFA   RW   C    28   5'9     173     56   50   120  73   75   75   74   74   54   76   68   75   65   62   76   71   82   74   67   71
Trevor Lewis          UFA   RW   C    35   6'1     199     55   50   120  64   60   73   75   75   74   75   72   74   67   70   75   44   81   65   74   71
Scott Reedy           RFA   RW   C    23   6'2     204     52   50   120  71   68   69   71   72   74   71   78   88   71   46   72   73   79   69   72   71
Nick Lappin           RFA   RW   LW   29   6'1     175     55   50   120  75   73   75   70   73   68   76   75   89   48   61   62   60   73   74   70   71
Maxim Bure            CAR   RW   LW   19   5'10    178     51   50   120  79   76   79   72   72   58   80   81   65   79   45   65   81   63   78   67   71
Max Jones             SDG   RW   LW   24   6'3     209     54   50   120  74   73   74   71   74   75   76   75   65   74   50   74   76   73   73   73   71
Luke Glendening       UFA   RW   C    33   5'11    194     55   50   120  52   52   75   74   75   75   75   63   78   80   67   75   36   79   59   74   71
Liam Gilmartin        UTI   RW   -    19   6'0     170     52   50   120  76   75   75   72   69   72   77   75   68   75   63   60   49   75   75   71   71
Jay O'Brien           CLE   RW   C    22   6'0     174     53   50   120  73   74   73   71   71   65   75   74   74   70   67   61   40   83   73   69   71
Drew Stafford         UFA   RW   LW   36   6'2     214     55   50   120  75   70   75   71   73   66   72   60   71   73   67   73   33   85   73   70   71
Bryan Rust            UFA   RW   LW   29   5'11    192     55   50   120  72   69   76   75   75   68   75   61   81   62   63   74   50   79   72   72   71
Beau Bennett          UFA   RW   LW   30   6'2     195     56   50   120  75   73   78   75   75   70   73   57   73   63   62   77   49   45   75   73   71
Ryder Rolston         GRD   RW   LW   19   5'11    148     51   50   120  77   77   76   74   66   59   77   75   70   77   53   50   76   72   76   66   70
Riley Barber          UFA   RW   LW   28   6'0     190     55   50   120  54   55   74   63   70   68   71   94   76   72   62   76   76   77   61   67   70
Matt Nieto            UFA   RW   LW   29   5'11    190     55   50   120  63   63   64   74   72   67   73   68   82   69   62   68   31   72   63   71   70
Kyle Palmieri         UFA   RW   LW   31   5'11    197     55   50   120  69   72   72   68   73   63   75   60   80   65   62   70   11   79   71   68   70
Sam Colangelo         SDG   RW   LW   20   6'1     185     52   50   120  71   70   72   68   66   65   74   74   82   72   52   55   73   76   71   66   69
Mike Vecchione        LHV   RW   C    29   5'10    194     56   50   120  58   57   76   59   76   54   76   74   72   77   60   76   77   69   63   63   69
Matthew Boldy         BRG   RW   -    21   6'0     174     51   50   120  74   71   71   68   71   64   73   72   88   63   51   61   40   59   72   67   69
Jimmy Hayes           UFA   RW   LW   32   6'6     221     59   50   120  63   61   67   71   65   67   67   67   84   65   62   79   45   70   63   67   69
Derek Ryan            UFA   RW   C    35   5'11    170     52   50   120  65   72   72   67   65   61   71   66   80   82   62   57   31   82   69   64   69
Bert Johnston         RKF   RW   -    22   6'0     180     54   50   120  77   69   68   64   65   76   59   81   48   77   69   60   72   79   71   68   69
Noel Acciari          UFA   RW   C    30   5'10    208     59   50   120  58   56   70   70   70   75   70   54   80   68   64   70   34   73   61   71   68
Mike Sislo            UFA   RW   LW   34   5'11    190     59   50   120  60   60   54   70   71   67   70   69   77   73   61   68   34   77   58   69   68
Jeremy Morin          UFA   RW   LW   31   6'1     189     51   50   120  70   63   69   67   70   64   69   68   68   65   65   71   35   73   67   67   68
Daryl Halick          OTT   RW   LW   23   6'2     200     54   50   120  59   75   74   64   58   83   52   75   55   79   57   74   49   69   69   68   68
Cole Schneider        UFA   RW   LW   31   6'1     200     59   50   120  65   66   67   70   70   63   70   72   82   54   56   70   45   84   66   67   68
Buddy Robinson        UFA   RW   LW   30   6'6     232     59   50   120  59   58   63   70   70   75   70   76   70   53   57   70   32   85   60   71   68
Brian O'Neill         UFA   RW   C    33   5'9     173     52   50   120  67   73   72   66   70   58   75   54   79   68   65   58   37   81   70   64   68
Brian Flynn           UFA   RW   C    33   6'1     183     55   50   120  61   59   62   75   73   66   75   39   88   68   64   67   38   73   60   71   68
Andrew Miller         UFA   RW   C    33   5'10    181     52   50   120  65   71   73   62   65   59   72   53   89   64   65   62   35   85   69   62   68
Stefan Matteau        IOW   RW   LW   28   6'2     220     59   50   120  66   69   70   66   69   61   70   62   65   53   61   70   71   77   68   65   67
Paul Thompson         UFA   RW   LW   33   6'1     200     59   50   120  61   60   70   70   66   76   70   57   68   60   58   70   46   82   63   70   67
Larry Steinmentz      BAK   RW   -    21   6'1     205     55   50   120  51   55   60   71   77   70   75   75   79   48   68   58   40   81   55   72   67
Jayson Megna          UFA   RW   C    32   6'1     195     59   50   120  55   49   63   70   70   72   70   60   84   55   62   69   32   80   55   70   67
Jaxon Nelson          SJB   RW   C    22   6'4     208     56   50   120  57   76   75   58   69   75   57   60   80   76   48   48   77   75   69   67   67
Jack Skille           UFA   RW   LW   34   6'1     216     55   50   120  58   50   52   74   69   73   70   77   75   70   58   66   44   73   53   72   67
Emerson Etem          UFA   RW   LW   29   6'1     212     51   50   120  73   60   71   63   62   68   67   51   86   45   67   71   72   73   68   64   67
Drew Shore            UFA   RW   C    31   6'3     205     55   50   120  59   65   67   61   64   62   71   75   73   70   62   64   44   79   63   62   67
Dan Sexton            UFA   RW   LW   35   5'10    170     56   50   120  68   75   75   61   60   54   78   54   88   58   58   58   49   79   72   58   67
Corey Tropp           UFA   RW   LW   32   6'0     186     59   50   120  58   60   66   74   73   70   71   67   69   55   54   65   51   72   61   72   67
Christopher Wagner    UFA   RW   C    30   6'0     195     59   50   120  52   45   54   70   70   74   70   44   81   85   62   70   30   72   50   71   67
Alexander Chmelevski  SJB   RW   C    22   6'0     190     53   50   120  53   57   56   71   72   64   72   69   79   71   47   72   75   78   55   69   67
Tim Gettinger         BEL   RW   LW   24   6'6     217     54   50   120  52   60   58   55   74   71   56   74   75   72   45   74   76   72   56   66   66
Tim Clifton           UFA   RW   C    29   6'1     195     59   50   120  64   61   65   62   68   60   63   77   68   63   56   59   64   71   63   63   66
Shane Harper          UFA   RW   LW   33   5'11    193     59   50   120  63   56   60   72   71   70   78   53   76   51   56   62   39   79   59   71   66
Ryan Sandelin         BRG   RW   C    23   6'0     190     53   50   120  50   51   71   72   57   63   73   74   70   68   50   72   75   79   57   64   66
Justin Kloos          UFA   RW   C    28   5'9     178     53   50   120  74   53   70   69   67   53   66   64   75   59   60   70   74   78   65   63   66
Garnet Hathaway       UFA   RW   LW   30   6'2     208     59   50   120  57   47   70   69   70   73   70   46   70   64   60   70   51   76   58   70   66
Erik Condra           UFA   RW   LW   35   5'11    183     55   50   120  50   53   53   69   72   64   74   75   77   62   61   65   11   82   52   68   66
Colin McDonald        UFA   RW   LW   37   6'2     219     59   50   120  45   43   43   73   66   74   67   90   74   56   64   74   60   74   43   71   66
Ben Smith             UFA   RW   C    33   5'11    198     59   50   120  62   56   61   70   70   65   70   46   75   78   61   61   28   75   59   68   66
Ryan Fitzgerald       UFA   RW   C    27   5'9     172     55   50   120  55   73   52   59   55   52   68   67   71   72   57   70   75   76   60   55   65
Mitchell Callahan     UFA   RW   LW   30   6'0     196     59   50   120  56   43   68   70   70   69   67   57   67   57   59   70   40   79   55   69   65
Manuel Starr          CLE   RW   C    22   6'0     189     53   50   120  63   69   70   52   52   52   74   73   73   73   53   56   40   80   67   52   65
Kyle Criscuolo        UFA   RW   C    29   5'9     175     53   50   120  51   73   64   54   61   52   58   62   88   74   59   59   68   76   62   55   65
Jack Kopacka          BNG   RW   LW   24   6'2     192     53   50   120  43   57   52   55   60   75   54   74   89   68   52   73   74   74   50   63   65
J.J. Piccinich        TOM   RW   LW   25   6'0     190     52   50   120  73   64   57   58   61   65   61   49   89   48   63   72   74   79   64   61   65
Casey Bailey          UFA   RW   C    30   6'3     195     59   50   120  63   65   61   65   60   62   62   55   73   63   58   68   36   79   63   62   65
Brandon Kozun         UFA   RW   LW   32   5'8     167     56   50   120  69   72   74   61   60   55   74   54   71   55   55   54   30   74   71   58   65
Sam Anas              UFA   RW   C    28   5'8     163     53   50   120  74   51   59   59   72   41   59   79   88   45   60   63   74   77   61   57   64
Justin Bailey         UFA   RW   C    26   6'4     214     54   50   120  50   48   62   57   62   75   60   46   84   72   60   70   73   84   53   64   64
Joe Wegwerth          UFA   RW   LW   25   6'3     230     59   50   120  46   46   70   70   70   72   70   50   57   66   56   70   70   85   54   70   64
Jimmy Lodge           UFA   RW   C    27   6'1     174     53   50   120  53   52   67   55   74   66   63   43   84   74   53   65   73   83   57   65   64
Drake Rymsha          UFA   RW   C    23   6'0     187     59   50   120  49   50   57   57   54   63   69   72   68   70   52   70   69   77   52   58   64
Chris Wilkie          UFA   RW   LW   25   6'0     190     53   50   120  52   75   55   53   73   66   57   48   70   75   48   65   73   84   60   64   64
Austin Czarnik        UFA   RW   C    29   5'9     160     52   50   120  73   54   71   47   70   40   69   50   83   46   67   72   73   73   66   52   64
Mike Brown            UFA   RW   LW   36   5'11    205     59   50   120  41   42   40   73   69   77   74   53   43   64   65   81   75   79   41   73   63
Michael Pastujov      GRD   RW   LW   22   6'0     190     53   50   120  52   52   63   59   55   66   59   73   77   60   47   61   73   79   55   60   63
Cole Guttman          SYR   RW   C    23   5'9     167     53   50   120  52   52   53   54   56   51   55   75   81   72   56   73   72   77   52   53   63
Brian Hart            UFA   RW   LW   28   6'3     222     59   50   120  51   50   45   64   60   55   70   78   78   50   54   70   50   76   48   59   63
Todd Burgess          IOW   RW   C    26   6'2     178     53   50   120  55   44   71   52   50   74   57   60   77   57   52   68   74   79   56   58   62
Ryan Haggerty         UFA   RW   LW   29   6'0     201     59   50   120  52   48   50   64   64   56   62   82   70   53   54   52   27   74   50   61   62
Roy Radke             UFA   RW   LW   25   6'3     200     59   50   120  49   40   67   66   48   67   58   56   77   63   54   69   71   77   52   60   62
Paul Bittner          CLE   RW   LW   25   6'4     216     59   50   120  54   61   67   68   60   45   53   56   82   40   54   70   71   81   60   57   62
Matt Iacopelli        UFA   RW   LW   27   6'2     207     54   50   120  53   50   57   48   54   68   60   46   72   72   54   72   75   77   53   56   62
Jack Becker           PRO   RW   C    24   6'3     191     59   50   120  48   68   49   61   52   66   52   52   78   61   51   70   76   82   55   59   62
Jack Adams            UFA   RW   LW   25   6'5     190     59   50   120  51   50   67   47   69   53   70   46   75   55   50   70   61   78   56   56   62
Henrik Samuelsson     UFA   RW   C    28   6'3     210     59   50   120  41   58   63   47   63   52   64   63   74   53   55   68   70   74   54   54   62
Greg Elkaim           RKF   RW   -    21   6'4     201     53   50   120  55   54   48   40   42   46   80   83   84   39   63   80   32   87   52   42   62
Austin Poganski       UFA   RW   LW   26   6'1     198     59   50   120  47   48   48   62   51   62   49   80   79   67   52   57   76   76   47   58   62
William Lockwood      UFA   RW   LW   23   5'11    172     59   50   120  49   49   63   65   53   49   55   53   82   71   48   58   70   64   53   55   61
Tyler Bird            UFA   RW   LW   25   6'2     203     59   50   120  47   46   60   59   55   70   55   50   77   58   51   70   71   79   51   61   61
Sasha Pastujov        Juni  RW   LW   18   6'0     174     53   50   120  71   70   64   35   42   38   67   68   85   41   57   57   19   77   68   38   61
Reid Boucher          UFA   RW   LW   28   5'10    195     51   50   120  72   49   71   53   56   50   53   25   78   61   62   66   65   77   64   53   61
Keegan Iverson        UFA   RW   C    26   6'1     219     59   50   120  47   48   49   59   70   61   50   53   72   54   55   70   76   73   48   63   61
Jake Gricius          MIL   RW   LW   22   6'3     187     59   50   120  50   48   50   50   51   75   51   52   85   68   50   62   76   75   49   58   61
Dwyer Tschantz        UFA   RW   LW   27   6'5     209     59   50   120  51   50   51   64   50   63   54   60   77   56   52   59   48   79   50   59   61
Connor Moynihan       SDG   RW   LW   24   6'3     201     59   50   120  50   49   65   53   54   76   49   50   64   69   46   68   69   82   54   61   61
Chris Leblanc         UFA   RW   LW   28   6'3     205     59   50   120  71   50   50   53   53   70   56   58   72   56   53   54   71   50   57   58   61
Zach Solow            UTI   RW   C    23   5'9     184     52   50   120  76   50   51   66   52   51   54   54   76   58   48   50   75   79   59   56   60
Tyler Biggs           UFA   RW   C    29   6'2     205     59   50   120  53   47   51   63   57   60   49   77   65   53   56   54   53   77   50   60   60
Tony Scott            Draf  RW   LW   18   6'3     196     51   50   120  74   53   60   39   43   40   67   62   79   30   67   65   14   79   62   40   60
Samuel Kurker         UFA   RW   LW   28   6'2     202     59   50   120  53   59   47   58   59   65   52   38   58   63   57   62   71   74   53   60   60
Tim Harrison          UFA   RW   C    28   6'3     200     59   50   120  56   48   50   57   54   50   56   58   74   52   54   55   26   85   51   53   59
Jacob McGrew          SJB   RW   LW   23   5'10    190     51   50   120  49   49   55   54   53   49   53   53   76   59   52   62   72   70   51   52   59
Brandon Duhaime       LAV   RW   LW   24   6'1     200     59   50   120  49   57   55   57   52   59   54   65   65   53   51   52   59   81   53   56   59
Stan Beck             Draf  RW   LW   22   6'1     213     55   50   120  45   39   51   56   54   51   55   57   83   45   62   57   35   74   45   53   58
Neil Dao              Juni  RW   -    19   6'6     238     53   50   120  52   52   51   52   51   51   56   58   66   26   68   66   17   70   51   51   58
Jeff Madden           ONT   RW   LW   20   6'2     213     53   50   120  62   59   61   42   42   41   61   68   61   39   60   57   30   73   60   41   58
Jared Boll            UFA   RW   LW   35   6'3     209     50   50   120  42   30   35   61   51   76   54   55   48   54   62   84   46   79   35   62   58
Conor Garland         SAR   RW   LW   26   5'10    165     53   50   120  39   62   65   56   46   45   40   55   72   70   52   54   75   72   55   49   58
Carson Meyer          LAV   RW   LW   24   5'11    180     53   50   120  58   56   53   55   50   42   65   49   88   52   50   41   45   76   55   49   58
Adam Gilmour          UFA   RW   C    28   6'4     192     59   50   120  43   43   59   54   62   50   64   33   73   53   50   64   50   74   48   55   58
Lenny Morgan          Draf  RW   C    21   6'3     193     53   50   120  52   53   51   37   44   46   52   61   84   38   62   61   17   86   52   42   57
Kory Ferrer           Juni  RW   C    20   5'11    167     53   50   120  50   53   53   53   50   37   50   53   86   44   68   45   24   84   52   46   57
Jeremy Wilmer         Juni  RW   C    18   6'0     177     55   50   120  50   48   42   54   59   50   55   49   80   45   51   57   24   59   46   54   57
Ed Robinson           Juni  RW   LW   20   6'6     214     55   50   120  50   44   39   49   57   48   69   64   78   30   53   58   26   78   44   51   57
David Downey          Draf  RW   LW   22   6'7     254     54   50   120  54   54   53   53   54   56   52   60   36   27   65   81   41   77   53   54   57
Cole Coskey           Draf  RW   LW   22   6'0     189     52   50   120  51   54   53   39   41   39   57   83   78   58   50   38   27   79   52   39   57
Chris Calnan          UFA   RW   LW   27   6'2     203     59   50   120  49   40   48   53   39   61   40   64   73   58   52   55   71   84   45   51   57
Keith Clinton         Juni  RW   C    20   6'1     176     52   50   120  48   62   49   49   54   46   61   47   63   31   64   49   15   84   53   49   56
Ivan Lodnia           IOW   RW   C    22   5'10    182     53   50   120  45   44   42   48   48   45   41   56   81   64   47   61   63   73   43   47   56
Grant Besse           SPR   RW   LW   27   5'10    175     53   50   120  52   52   52   55   54   40   46   46   75   57   53   45   74   79   52   49   56
Freddy Irons          Juni  RW   LW   18   6'3     200     51   50   120  71   51   62   38   30   32   59   61   83   37   55   52   14   76   61   33   56
Carl Puppa            CHA   RW   LW   22   6'3     198     53   50   120  50   52   54   39   51   44   54   54   81   36   62   54   21   91   52   44   56
William Knierim       Draf  RW   LW   24   6'3     210     59   50   120  50   47   48   53   45   53   50   47   60   49   50   58   59   75   48   50   55
Steven Spinner        UFA   RW   LW   26   6'0     196     59   50   120  53   44   45   53   51   53   53   26   77   51   52   51   41   79   47   52   55
Micah Miller          Draf  RW   C    23   5'8     193     53   50   120  51   53   53   51   48   44   57   29   80   57   52   40   30   74   52   47   55
Lorenzo Crawford      Juni  RW   C    20   5'11    197     51   50   120  71   44   62   38   44   35   64   34   82   35   62   39   17   66   59   39   55
Kelvin Park           Draf  RW   -    17   6'4     207     52   50   120  42   62   45   36   37   38   59   61   82   31   54   58   12   78   49   37   55
J.T. Brown            UFA   RW   LW   31   5'10    175     55   50   120  40   39   63   48   55   39   61   56   54   51   40   60   10   82   47   47   55
Gabe Dienstein        Draf  RW   C    21   5'11    184     51   50   120  67   50   51   39   35   36   58   60   72   29   67   47   22   75   56   36   55
Rico Montanye         Draf  RW   LW   19   6'0     178     53   50   120  41   50   44   36   39   39   60   54   87   27   63   50   15   83   45   38   54
Rafael Patrick        Draf  RW   C    17   6'3     224     53   50   120  50   50   46   35   35   37   53   55   78   35   64   58   16   82   48   35   54
Jack Ramsey           UFA   RW   LW   26   6'3     185     59   50   120  39   37   40   53   53   51   49   25   85   54   51   48   40   81   38   52   54
Drew Veyland          Draf  RW   -    22   5'10    186     53   50   120  54   46   52   41   39   37   53   43   90   34   62   39   16   88   50   39   54
Tim Lees              Draf  RW   C    17   6'3     226     53   50   120  42   41   51   38   36   38   52   53   89   28   54   54   11   73   44   37   53
Stewart Perry         Draf  RW   C    17   6'1     199     53   50   120  57   52   54   31   31   35   61   56   82   31   51   45   12   77   54   32   53
Sean Farrell          Juni  RW   LW   19   5'8     168     52   50   120  49   41   41   36   57   50   52   53   63   40   45   48   32   94   43   47   53
Nick Swaney           LAV   RW   C    24   5'10    175     51   50   120  51   49   49   36   37   33   52   50   83   49   49   36   24   78   49   35   53
Lindsay George        Draf  RW   LW   18   6'1     200     53   50   120  52   39   47   38   34   40   63   60   68   26   60   47   12   67   46   37   53
Kevin Schmidt         Draf  RW   LW   17   6'0     187     53   50   120  54   49   48   39   35   38   57   53   68   33   61   46   11   64   50   37   53
Bruno Brislin         Juni  RW   -    19   6'3     218     51   50   120  53   42   51   44   39   39   50   56   62   33   62   53   22   80   48   40   53
Alberto Weinrich      Draf  RW   -    22   6'2     216     53   50   120  53   38   40   49   48   49   59   59   60   29   46   50   24   66   43   48   53
Todd McDaniel         Draf  RW   -    20   6'4     222     54   50   120  40   41   53   35   29   49   40   71   40   39   58   69   46   77   44   37   52
Matt Vasquez          Draf  RW   C    17   6'1     199     51   50   120  77   44   58   25   23   27   57   54   65   35   55   49   13   45   59   25   52
Lew Richards          Draf  RW   LW   18   5'10    188     51   50   120  57   35   43   45   41   35   50   52   68   40   63   37   19   66   45   40   52
Geronimo Davenport    Draf  RW   LW   20   5'11    187     53   50   120  53   49   53   34   36   28   62   62   61   34   53   37   11   71   51   32   52
Fausto Beukeboom      Draf  RW   LW   20   6'1     180     51   50   120  57   36   50   34   34   33   53   30   89   33   64   47   18   65   47   33   52
Edward Bueno          Draf  RW   C    18   6'4     220     54   50   120  44   40   42   38   43   60   39   64   40   23   58   67   36   86   42   47   52
Junior Holmberg       Juni  RW   LW   18   6'3     195     55   50   120  36   27   31   49   44   31   49   57   80   41   46   42   19   82   31   41   50
Bob Raible            Draf  RW   LW   21   5'9     149     53   50   120  43   41   42   44   42   29   45   45   75   33   64   35   18   93   42   38   50
Merv Domingue         Draf  RW   LW   20   6'3     215     53   50   120  49   48   40   36   30   36   52   37   62   36   46   43   18   53   45   34   49
Carl Metcalfe         Draf  RW   C    19   6'1     193     54   50   120  43   44   44   40   37   41   43   54   42   25   53   56   43   55   43   39   49
Theo Inez             Juni  RW   LW   18   6'4     202     50   50   120  45   30   35   29   39   18   46   54   18   27   36   22   68   77   36   28   41
Jay Fernandes         Draf  RW   -    21   6'6     242     54   50   120  35   23   38   27   21   36   26   34   34   32   36   56   33   66   32   28   41
Ed Bannick            Draf  RW   LW   18   6'1     213     50   50   120  39   36   46   23   26   28   31   25   13   22   41   45   70   76   40   25   39
Stefan Noesen         SJS   LW   RW   29   6'2     205     58   50   120  76   74   78   78   78   76   78   78   74   99   68   78   79   85   76   77   77
Max Pacioretty        TBL   LW   RW   33   6'2     217     51   50   120  86   78   81   81   80   68   81   80   76   72   75   81   48   74   81   76   77
Matthew Tkachuk       CAL   LW   RW   24   6'2     205     54   50   120  78   76   80   80   81   76   80   84   82   76   67   79   86   77   78   79   77
Dylan Larkin          DET   LW   C    25   6'1     190     55   50   120  80   80   85   77   82   73   85   85   75   69   69   82   83   83   81   77   77
Nolan Foote           WPG   LW   RW   21   6'4     185     53   50   120  80   79   80   81   80   79   84   84   79   68   57   73   84   70   79   80   76
Ryan Dzingel          OTT   LW   C    30   6'0     190     56   50   120  77   75   76   76   76   70   76   68   76   89   64   76   66   81   76   74   75
Nick Foligno          BUF   LW   C    34   6'0     205     59   50   120  77   73   78   77   76   75   79   79   68   70   77   76   58   84   76   76   75
Chris Kreider         VAN   LW   C    31   6'3     226     55   50   120  80   78   79   80   77   76   85   59   69   82   61   79   65   79   79   77   75
Casey Mittelstadt     BUF   LW   C    23   6'1     201     58   50   120  79   80   79   77   75   71   82   84   79   79   53   72   80   77   79   74   75
Brandon Saad          ANA   LW   RW   29   6'1     202     58   50   120  80   76   78   77   79   68   78   64   81   79   67   78   53   85   78   74   75
Josh Doan             NYI   LW   C    20   6'2     180     51   50   120  77   77   77   77   77   77   82   76   80   73   53   66   44   69   77   77   74
Jason Robertson       EDM   LW   RW   22   6'2     192     56   50   120  78   76   76   76   77   77   76   76   89   69   51   66   71   70   76   76   74
James van Riemsdyk    BOS   LW   RW   32   6'3     209     51   50   120  78   74   81   72   76   67   80   86   70   61   72   80   36   85   77   71   74
Derek Stepan          SJS   LW   C    31   6'0     196     55   50   120  76   77   75   75   75   68   75   68   80   77   65   75   46   72   76   72   74
Brendan Lemieux       NYR   LW   RW   26   6'1     210     59   50   120  76   75   78   76   76   72   79   79   65   80   61   74   81   80   76   74   74
Brady Tkachuk         WPG   LW   C    22   6'3     196     53   50   120  79   78   78   78   78   75   94   84   68   59   55   64   61   70   78   77   74
Zach Aston-Reese      WIL   LW   RW   27   6'0     204     56   50   120  71   71   73   76   76   69   76   77   72   78   57   76   78   74   71   73   73
Shane Prince          UFA   LW   C    29   5'11    190     57   50   120  72   67   78   73   77   54   77   87   83   77   58   77   69   72   72   68   73
Ryan Hartman          NAS   LW   RW   27   5'11    191     55   50   120  77   73   76   76   76   75   79   79   63   64   67   75   77   79   75   75   73
Riley Tufte           ANA   LW   RW   24   6'6     210     58   50   120  76   74   77   75   75   67   75   76   70   79   56   70   79   78   75   72   73
Miles Wood            BOS   LW   RW   26   6'2     195     54   50   120  76   74   75   73   74   71   80   75   61   75   71   67   66   85   75   72   73
Kevin Hayes           NYR   LW   C    29   6'5     227     55   50   120  77   76   75   75   75   74   73   62   78   70   60   75   63   74   76   74   73
Joel Farabee          EDM   LW   RW   22   6'0     164     58   50   120  76   85   78   72   76   70   78   79   75   78   57   56   71   74   79   72   73
Jason Zucker          VAN   LW   RW   30   5'11    188     51   50   120  79   76   77   78   78   71   81   67   79   68   64   70   46   83   77   75   73
Arthur Allen          MIL   LW   RW   20   6'1     184     59   50   120  77   73   73   77   75   72   76   75   85   75   55   57   55   88   74   74   73
Alex Iafallo          LAK   LW   C    28   6'0     185     56   50   120  75   77   76   73   74   69   76   76   85   62   61   70   97   78   76   72   73
Alex DeBrincat        NJD   LW   RW   24   5'7     165     57   50   120  76   73   78   75   77   60   79   82   72   76   57   71   64   67   75   70   73
